纬度：4047.627  时间：013437  地磁偏角：100517  经度：11141.733  地面速率：000.4  海拔高度：1058  UTC时间：1时43分37秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013438  地磁偏角：100517  经度：11141.733  地面速率：000.4  海拔高度：1058  UTC时间：1时43分38秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013439  地磁偏角：100517  经度：11141.733  地面速率：000.4  海拔高度：1058  UTC时间：1时43分39秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013440  地磁偏角：100517  经度：11141.733  地面速率：000.6  海拔高度：1058  UTC时间：1时44分40秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013441  地磁偏角：100517  经度：11141.733  地面速率：000.6  海拔高度：1057  UTC时间：1时44分41秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013442  地磁偏角：100517  经度：11141.733  地面速率：000.9  海拔高度：1057  UTC时间：1时44分42秒卫星：10  确切时间：2017年5月10日
纬度：4047.627  时间：013443  地磁偏角：100517  经度：11141.733  地面速率：000.9  海拔高度：1057  UTC时间：1时44分43秒卫星：10  确切时间：2017年5月10日
纬度：4047.628  时间：013444  地磁偏角：100517  经度：11141.732  地面速率：001.1  海拔高度：1058  UTC时间：1时44分44秒卫星：10  确切时间：2017年5月10日
纬度：4047.628  时间：013445  地磁偏角：100517  经度：11141.732  地面速率：001.5  海拔高度：1057  UTC时间：1时44分45秒卫星：10  确切时间：2017年5月10日
纬度：4047.628  时间：013446  地磁偏角：100517  经度：11141.732  地面速率：001.9  海拔高度：1057  UTC时间：1时44分46秒卫星：10  确切时间：2017年5月10日
纬度：4047.629  时间：013447  地磁偏角：100517  经度：11141.731  地面速率：002.5  海拔高度：1057  UTC时间：1时44分47秒卫星：09  确切时间：2017年5月10日
纬度：4047.630  时间：013448  地磁偏角：100517  经度：11141.731  地面速率：004.1  海拔高度：1057  UTC时间：1时44分48秒卫星：09  确切时间：2017年5月10日
纬度：4047.631  时间：013449  地磁偏角：100517  经度：11141.729  地面速率：005.1  海拔高度：1057  UTC时间：1时44分49秒卫星：09  确切时间：2017年5月10日
纬度：4047.633  时间：013450  地磁偏角：100517  经度：11141.729  地面速率：007.0  海拔高度：1057  UTC时间：1时45分50秒卫星：09  确切时间：2017年5月10日
